pedido_id,data_pedido,cliente_id,regiao,canal,categoria,produto,quantidade,preco_unitario,desconto_pct,custo_unitario,receita_bruta,receita_liquida,custo_total,lucro,margem_pct,mes
PED-00303,2025-04-05,CLI-0470,Sul,Loja fisica,Escritorio,Cadeira,1,899.9,0.0,510.0,899.9,899.9,510.0,389.9,43.327036337370814,2025-04
PED-00342,2025-04-05,CLI-0096,Sudeste,Site,Esporte,Tapete Yoga,1,109.9,0.0,44.0,109.9,109.9,44.0,65.9,59.96360327570519,2025-04
PED-00697,2025-04-05,CLI-0014,Sudeste,Marketplace,Escritorio,Cadeira,3,899.9,0.0,510.0,2699.7,2699.7,1530.0,1169.6999999999998,43.327036337370814,2025-04
PED-00877,2025-04-05,CLI-0344,Centro-Oeste,Site,Eletronicos,Teclado,1,189.9,0.1,91.0,189.9,170.91,91.0,79.91,46.75560236381721,2025-04
PED-01195,2025-04-05,CLI-0208,Sudeste,Site,Eletronicos,Teclado,4,189.9,0.1,91.0,759.6,683.64,364.0,319.64,46.75560236381721,2025-04
PED-00350,2025-04-06,CLI-0162,Sul,Marketplace,Casa,Organizador,1,59.9,0.0,22.0,59.9,59.9,22.0,37.9,63.272120200333895,2025-04
PED-00910,2025-04-06,CLI-0296,Sudeste,Marketplace,Casa,Cafeteira,2,249.9,0.0,130.0,499.8,499.8,260.0,239.8,47.979191676670666,2025-04
PED-01343,2025-04-06,CLI-0123,Sudeste,Site,Casa,Luminaria,2,89.9,0.05,39.0,179.8,170.81,78.0,92.81,54.33522627480827,2025-04
PED-00183,2025-04-07,CLI-0165,Sudeste,Marketplace,Eletronicos,Webcam HD,4,229.9,0.05,118.0,919.6,873.62,472.0,401.62,45.97193287699458,2025-04
PED-00420,2025-04-07,CLI-0429,Sul,Loja fisica,Escritorio,Mochila,2,219.9,0.05,102.0,439.8,417.81,204.0,213.81,51.17397860271416,2025-04
PED-00870,2025-04-07,CLI-0408,Sul,Marketplace,Casa,Cafeteira,1,249.9,0.0,130.0,249.9,249.9,130.0,119.9,47.979191676670666,2025-04
PED-01238,2025-04-07,CLI-0438,Sudeste,Marketplace,Eletronicos,Teclado,2,189.9,0.05,91.0,379.8,360.81,182.0,178.81,49.557939081511044,2025-04
PED-01264,2025-04-07,CLI-0292,Sudeste,Marketplace,Casa,Luminaria,1,89.9,0.1,39.0,89.9,80.91000000000001,39.0,41.91000000000001,51.79829440118651,2025-04
PED-00026,2025-04-08,CLI-0049,Nordeste,Site,Esporte,Garrafa Termica,3,79.9,0.1,29.0,239.70000000000002,215.73000000000002,87.0,128.73000000000002,59.67181198720623,2025-04
PED-00116,2025-04-08,CLI-0472,Sudeste,Marketplace,Esporte,Garrafa Termica,1,79.9,0.0,29.0,79.9,79.9,29.0,50.900000000000006,63.7046307884856,2025-04
PED-00240,2025-04-08,CLI-0391,Nordeste,Loja fisica,Casa,Luminaria,4,89.9,0.05,39.0,359.6,341.62,156.0,185.62,54.33522627480827,2025-04
PED-00652,2025-04-08,CLI-0269,Sudeste,Marketplace,Eletronicos,Teclado,5,189.9,0.1,91.0,949.5,854.5500000000001,455.0,399.55000000000007,46.75560236381722,2025-04
PED-00659,2025-04-08,CLI-0099,Sudeste,Site,Eletronicos,Fone Bluetooth,2,149.9,0.0,72.0,299.8,299.8,144.0,155.8,51.96797865243495,2025-04
PED-00975,2025-04-08,CLI-0058,Sudeste,Marketplace,Esporte,Tapete Yoga,1,109.9,0.0,44.0,109.9,109.9,44.0,65.9,59.96360327570519,2025-04
PED-01247,2025-04-08,CLI-0099,Sudeste,Loja fisica,Eletronicos,Teclado,5,189.9,0.1,91.0,949.5,854.5500000000001,455.0,399.55000000000007,46.75560236381722,2025-04
PED-00267,2025-04-09,CLI-0415,Nordeste,Site,Esporte,Garrafa Termica,3,79.9,0.0,29.0,239.70000000000002,239.70000000000002,87.0,152.70000000000002,63.7046307884856,2025-04
PED-00739,2025-04-09,CLI-0147,Nordeste,Site,Escritorio,Mochila,4,219.9,0.0,102.0,879.6,879.6,408.0,471.6,53.61527967257844,2025-04
PED-00784,2025-04-09,CLI-0018,Norte,Site,Esporte,Tapete Yoga,1,109.9,0.0,44.0,109.9,109.9,44.0,65.9,59.96360327570519,2025-04
PED-01239,2025-04-09,CLI-0476,Nordeste,Site,Casa,Cafeteira,1,249.9,0.0,130.0,249.9,249.9,130.0,119.9,47.979191676670666,2025-04
PED-01438,2025-04-09,CLI-0045,Sudeste,Marketplace,Casa,Organizador,1,59.9,0.1,22.0,59.9,53.91,22.0,31.909999999999997,59.19124466703766,2025-04
PED-00530,2025-04-10,CLI-0151,Sudeste,Loja fisica,Escritorio,Mochila,2,219.9,0.05,102.0,439.8,417.81,204.0,213.81,51.17397860271416,2025-04
PED-01076,2025-04-11,CLI-0012,Nordeste,Site,Casa,Luminaria,3,89.9,0.0,39.0,269.70000000000005,269.70000000000005,117.0,152.70000000000005,56.61846496106786,2025-04
PED-01407,2025-04-11,CLI-0222,Sudeste,Site,Eletronicos,Teclado,1,189.9,0.15,91.0,189.9,161.415,91.0,70.41499999999999,43.62357897345352,2025-04
PED-00490,2025-04-12,CLI-0312,Nordeste,Site,Eletronicos,Webcam HD,1,229.9,0.0,118.0,229.9,229.9,118.0,111.9,48.67333623314485,2025-04
PED-00744,2025-04-12,CLI-0366,Sudeste,Loja fisica,Esporte,Kit Faixas,1,69.9,0.0,25.0,69.9,69.9,25.0,44.900000000000006,64.2346208869814,2025-04
PED-00226,2025-04-13,CLI-0406,Nordeste,Marketplace,Casa,Luminaria,2,89.9,0.0,39.0,179.8,179.8,78.0,101.80000000000001,56.61846496106786,2025-04
PED-01091,2025-04-13,CLI-0171,Nordeste,Site,Eletronicos,Fone Bluetooth,1,149.9,0.0,72.0,149.9,149.9,72.0,77.9,51.96797865243495,2025-04
PED-01156,2025-04-13,CLI-0031,Sudeste,Loja fisica,Eletronicos,Webcam HD,2,229.9,0.0,118.0,459.8,459.8,236.0,223.8,48.67333623314485,2025-04
PED-01424,2025-04-13,CLI-0244,Sudeste,Site,Casa,Cafeteira,2,249.9,0.05,130.0,499.8,474.81,260.0,214.81,45.24125439649544,2025-04
PED-00701,2025-04-14,CLI-0388,Nordeste,Site,Escritorio,Suporte Notebook,1,119.9,0.05,48.0,119.9,113.905,48.0,65.905,57.85961985865414,2025-04
PED-00804,2025-04-14,CLI-0219,Centro-Oeste,Loja fisica,Esporte,Kit Faixas,3,69.9,0.0,25.0,209.70000000000002,209.70000000000002,75.0,134.70000000000002,64.2346208869814,2025-04
PED-00995,2025-04-14,CLI-0225,Sul,Marketplace,Escritorio,Suporte Notebook,3,119.9,0.0,48.0,359.70000000000005,359.70000000000005,144.0,215.70000000000005,59.96663886572144,2025-04
PED-00383,2025-04-15,CLI-0414,Nordeste,Site,Casa,Luminaria,1,89.9,0.0,39.0,89.9,89.9,39.0,50.900000000000006,56.61846496106786,2025-04
PED-01137,2025-04-15,CLI-0065,Nordeste,Marketplace,Casa,Cafeteira,2,249.9,0.0,130.0,499.8,499.8,260.0,239.8,47.979191676670666,2025-04
PED-00358,2025-04-16,CLI-0413,Norte,Site,Esporte,Garrafa Termica,2,79.9,0.05,29.0,159.8,151.81,58.0,93.81,61.7943481984059,2025-04
PED-00314,2025-04-17,CLI-0301,Nordeste,Loja fisica,Eletronicos,Fone Bluetooth,4,149.9,0.0,72.0,599.6,599.6,288.0,311.6,51.96797865243495,2025-04
PED-00724,2025-04-17,CLI-0410,Sudeste,Site,Eletronicos,Fone Bluetooth,1,149.9,0.1,72.0,149.9,134.91,72.0,62.91,46.63108739159439,2025-04
PED-01082,2025-04-18,CLI-0373,Norte,Marketplace,Casa,Organizador,5,59.9,0.1,22.0,299.5,269.55,110.0,159.55,59.19124466703766,2025-04
PED-01182,2025-04-18,CLI-0435,Sudeste,Loja fisica,Esporte,Garrafa Termica,5,79.9,0.0,29.0,399.5,399.5,145.0,254.5,63.7046307884856,2025-04
PED-01257,2025-04-18,CLI-0274,Nordeste,Marketplace,Eletronicos,Teclado,5,189.9,0.15,91.0,949.5,807.0749999999999,455.0,352.07499999999993,43.62357897345351,2025-04
PED-00087,2025-04-19,CLI-0182,Sudeste,Site,Eletronicos,Webcam HD,3,229.9,0.0,118.0,689.7,689.7,354.0,335.70000000000005,48.67333623314485,2025-04
PED-00550,2025-04-19,CLI-0212,Sul,Loja fisica,Casa,Organizador,2,59.9,0.05,22.0,119.8,113.80999999999999,44.0,69.80999999999999,61.339073895088305,2025-04
PED-00559,2025-04-19,CLI-0465,Norte,Site,Eletronicos,Teclado,2,189.9,0.05,91.0,379.8,360.81,182.0,178.81,49.557939081511044,2025-04
PED-00725,2025-04-19,CLI-0006,Sudeste,Marketplace,Eletronicos,Webcam HD,1,229.9,0.1,118.0,229.9,206.91,118.0,88.91,42.97037359238316,2025-04
PED-01125,2025-04-19,CLI-0235,Nordeste,Marketplace,Eletronicos,Webcam HD,2,229.9,0.0,118.0,459.8,459.8,236.0,223.8,48.67333623314485,2025-04
PED-01296,2025-04-19,CLI-0306,Norte,Loja fisica,Casa,Luminaria,1,89.9,0.0,39.0,89.9,89.9,39.0,50.900000000000006,56.61846496106786,2025-04
PED-00025,2025-04-20,CLI-0277,Nordeste,Loja fisica,Eletronicos,Teclado,1,189.9,0.05,91.0,189.9,180.405,91.0,89.405,49.557939081511044,2025-04
PED-00880,2025-04-20,CLI-0472,Sudeste,Marketplace,Casa,Organizador,1,59.9,0.05,22.0,59.9,56.904999999999994,22.0,34.904999999999994,61.339073895088305,2025-04
PED-01224,2025-04-20,CLI-0002,Sudeste,Marketplace,Eletronicos,Webcam HD,1,229.9,0.0,118.0,229.9,229.9,118.0,111.9,48.67333623314485,2025-04
PED-00168,2025-04-21,CLI-0387,Sudeste,Site,Esporte,Tapete Yoga,2,109.9,0.0,44.0,219.8,219.8,88.0,131.8,59.96360327570519,2025-04
PED-00823,2025-04-21,CLI-0303,Sudeste,Marketplace,Casa,Cafeteira,1,249.9,0.0,130.0,249.9,249.9,130.0,119.9,47.979191676670666,2025-04
PED-01119,2025-04-21,CLI-0227,Sudeste,Loja fisica,Casa,Organizador,1,59.9,0.05,22.0,59.9,56.904999999999994,22.0,34.904999999999994,61.339073895088305,2025-04
PED-01302,2025-04-21,CLI-0414,Sudeste,Site,Eletronicos,Teclado,1,189.9,0.05,91.0,189.9,180.405,91.0,89.405,49.557939081511044,2025-04
PED-00002,2025-04-22,CLI-0120,Sudeste,Site,Eletronicos,Teclado,1,189.9,0.0,91.0,189.9,189.9,91.0,98.9,52.08004212743549,2025-04
PED-00375,2025-04-22,CLI-0045,Sul,Site,Casa,Luminaria,2,89.9,0.0,39.0,179.8,179.8,78.0,101.80000000000001,56.61846496106786,2025-04
PED-01126,2025-04-22,CLI-0211,Nordeste,Marketplace,Escritorio,Mochila,2,219.9,0.0,102.0,439.8,439.8,204.0,235.8,53.61527967257844,2025-04
PED-00003,2025-04-23,CLI-0230,Sudeste,Loja fisica,Casa,Organizador,2,59.9,0.0,22.0,119.8,119.8,44.0,75.8,63.272120200333895,2025-04
PED-00534,2025-04-23,CLI-0095,Sudeste,Marketplace,Escritorio,Cadeira,3,899.9,0.0,510.0,2699.7,2699.7,1530.0,1169.6999999999998,43.327036337370814,2025-04
PED-00547,2025-04-23,CLI-0070,Sudeste,Marketplace,Esporte,Kit Faixas,1,69.9,0.0,25.0,69.9,69.9,25.0,44.900000000000006,64.2346208869814,2025-04
PED-01179,2025-04-23,CLI-0256,Sudeste,Site,Escritorio,Cadeira,3,899.9,0.0,510.0,2699.7,2699.7,1530.0,1169.6999999999998,43.327036337370814,2025-04
PED-01457,2025-04-23,CLI-0228,Sudeste,Loja fisica,Casa,Luminaria,2,89.9,0.1,39.0,179.8,161.82000000000002,78.0,83.82000000000002,51.79829440118651,2025-04
PED-00300,2025-04-24,CLI-0380,Nordeste,Site,Escritorio,Suporte Notebook,1,119.9,0.05,48.0,119.9,113.905,48.0,65.905,57.85961985865414,2025-04
PED-00461,2025-04-24,CLI-0332,Nordeste,Site,Casa,Organizador,3,59.9,0.0,22.0,179.7,179.7,66.0,113.69999999999999,63.272120200333895,2025-04
PED-01209,2025-04-24,CLI-0194,Sul,Marketplace,Casa,Luminaria,1,89.9,0.0,39.0,89.9,89.9,39.0,50.900000000000006,56.61846496106786,2025-04
PED-00393,2025-04-25,CLI-0412,Sudeste,Site,Eletronicos,Teclado,2,189.9,0.0,91.0,379.8,379.8,182.0,197.8,52.08004212743549,2025-04
PED-00560,2025-04-25,CLI-0457,Sudeste,Marketplace,Esporte,Kit Faixas,3,69.9,0.0,25.0,209.70000000000002,209.70000000000002,75.0,134.70000000000002,64.2346208869814,2025-04
PED-00936,2025-04-25,CLI-0011,Sul,Loja fisica,Esporte,Tapete Yoga,4,109.9,0.1,44.0,439.6,395.64000000000004,176.0,219.64000000000004,55.515114750783546,2025-04
PED-00939,2025-04-25,CLI-0366,Nordeste,Loja fisica,Esporte,Tapete Yoga,3,109.9,0.0,44.0,329.70000000000005,329.70000000000005,132.0,197.70000000000005,59.96360327570519,2025-04
PED-01173,2025-04-25,CLI-0478,Sudeste,Loja fisica,Esporte,Garrafa Termica,3,79.9,0.0,29.0,239.70000000000002,239.70000000000002,87.0,152.70000000000002,63.7046307884856,2025-04
PED-01333,2025-04-25,CLI-0398,Sudeste,Site,Eletronicos,Teclado,1,189.9,0.0,91.0,189.9,189.9,91.0,98.9,52.08004212743549,2025-04
PED-00261,2025-04-26,CLI-0327,Nordeste,Site,Casa,Cafeteira,1,249.9,0.1,130.0,249.9,224.91,130.0,94.91,42.19910186296741,2025-04
PED-01055,2025-04-26,CLI-0354,Centro-Oeste,Site,Eletronicos,Teclado,3,189.9,0.15,91.0,569.7,484.245,273.0,211.245,43.62357897345352,2025-04
PED-01222,2025-04-26,CLI-0090,Norte,Loja fisica,Casa,Organizador,4,59.9,0.05,22.0,239.6,227.61999999999998,88.0,139.61999999999998,61.339073895088305,2025-04
PED-01387,2025-04-26,CLI-0452,Sudeste,Marketplace,Escritorio,Cadeira,1,899.9,0.0,510.0,899.9,899.9,510.0,389.9,43.327036337370814,2025-04
PED-00051,2025-04-27,CLI-0115,Norte,Site,Casa,Luminaria,1,89.9,0.1,39.0,89.9,80.91000000000001,39.0,41.91000000000001,51.79829440118651,2025-04
PED-00671,2025-04-27,CLI-0383,Sudeste,Marketplace,Escritorio,Suporte Notebook,1,119.9,0.1,48.0,119.9,107.91000000000001,48.0,59.91000000000001,55.51848762857937,2025-04
PED-00990,2025-04-27,CLI-0062,Sudeste,Marketplace,Eletronicos,Fone Bluetooth,1,149.9,0.0,72.0,149.9,149.9,72.0,77.9,51.96797865243495,2025-04
PED-01450,2025-04-27,CLI-0011,Sul,Site,Escritorio,Suporte Notebook,2,119.9,0.05,48.0,239.8,227.81,96.0,131.81,57.85961985865414,2025-04
PED-00024,2025-04-28,CLI-0035,Sul,Loja fisica,Casa,Cafeteira,1,249.9,0.05,130.0,249.9,237.405,130.0,107.405,45.24125439649544,2025-04
PED-00372,2025-04-28,CLI-0197,Norte,Loja fisica,Eletronicos,Webcam HD,2,229.9,0.0,118.0,459.8,459.8,236.0,223.8,48.67333623314485,2025-04
PED-00568,2025-04-28,CLI-0040,Sudeste,Site,Eletronicos,Teclado,3,189.9,0.0,91.0,569.7,569.7,273.0,296.70000000000005,52.0800421274355,2025-04
PED-01134,2025-04-28,CLI-0434,Sudeste,Site,Esporte,Kit Faixas,3,69.9,0.05,25.0,209.70000000000002,199.215,75.0,124.215,62.352232512612005,2025-04
PED-01216,2025-04-28,CLI-0157,Sudeste,Site,Esporte,Kit Faixas,4,69.9,0.1,25.0,279.6,251.64000000000001,100.0,151.64000000000001,60.260689874423775,2025-04
PED-00399,2025-04-29,CLI-0460,Sul,Site,Casa,Organizador,1,59.9,0.0,22.0,59.9,59.9,22.0,37.9,63.272120200333895,2025-04
PED-00563,2025-04-29,CLI-0033,Nordeste,Site,Esporte,Tapete Yoga,1,109.9,0.05,44.0,109.9,104.405,44.0,60.405,57.8564245007423,2025-04
PED-00698,2025-04-29,CLI-0119,Sudeste,Site,Escritorio,Mochila,2,219.9,0.0,102.0,439.8,439.8,204.0,235.8,53.61527967257844,2025-04
PED-00841,2025-04-29,CLI-0428,Sul,Marketplace,Eletronicos,Webcam HD,1,229.9,0.0,118.0,229.9,229.9,118.0,111.9,48.67333623314485,2025-04
PED-01124,2025-04-29,CLI-0110,Nordeste,Site,Casa,Organizador,1,59.9,0.0,22.0,59.9,59.9,22.0,37.9,63.272120200333895,2025-04
PED-01433,2025-04-29,CLI-0050,Sudeste,Marketplace,Eletronicos,Fone Bluetooth,1,149.9,0.05,72.0,149.9,142.405,72.0,70.405,49.439977528878906,2025-04
PED-00680,2025-04-30,CLI-0103,Sudeste,Site,Esporte,Kit Faixas,1,69.9,0.0,25.0,69.9,69.9,25.0,44.900000000000006,64.2346208869814,2025-04
PED-00723,2025-04-30,CLI-0363,Nordeste,Site,Esporte,Tapete Yoga,3,109.9,0.1,44.0,329.70000000000005,296.7300000000001,132.0,164.73000000000008,55.51511475078355,2025-04
PED-00888,2025-04-30,CLI-0430,Centro-Oeste,Marketplace,Casa,Organizador,3,59.9,0.0,22.0,179.7,179.7,66.0,113.69999999999999,63.272120200333895,2025-04
PED-01033,2025-04-30,CLI-0468,Sul,Site,Esporte,Garrafa Termica,2,79.9,0.0,29.0,159.8,159.8,58.0,101.80000000000001,63.7046307884856,2025-04
PED-01130,2025-04-30,CLI-0011,Sudeste,Loja fisica,Casa,Organizador,2,59.9,0.15,22.0,119.8,101.83,44.0,57.83,56.790729647451634,2025-04
PED-01361,2025-04-30,CLI-0288,Norte,Site,Escritorio,Cadeira,1,899.9,0.1,510.0,899.9,809.91,510.0,299.90999999999997,37.03004037485647,2025-04
PED-00035,2025-05-01,CLI-0207,Nordeste,Loja fisica,Casa,Cafeteira,2,249.9,0.05,130.0,499.8,474.81,260.0,214.81,45.24125439649544,2025-05
PED-00553,2025-05-01,CLI-0052,Nordeste,Site,Esporte,Tapete Yoga,1,109.9,0.05,44.0,109.9,104.405,44.0,60.405,57.8564245007423,2025-05
PED-00621,2025-05-01,CLI-0339,Nordeste,Marketplace,Esporte,Garrafa Termica,1,79.9,0.0,29.0,79.9,79.9,29.0,50.900000000000006,63.7046307884856,2025-05
PED-00689,2025-05-01,CLI-0257,Nordeste,Site,Escritorio,Mochila,1,219.9,0.05,102.0,219.9,208.905,102.0,106.905,51.17397860271416,2025-05
PED-00914,2025-05-01,CLI-0208,Nordeste,Site,Escritorio,Mochila,1,219.9,0.05,102.0,219.9,208.905,102.0,106.905,51.17397860271416,2025-05
PED-01422,2025-05-01,CLI-0431,Sul,Site,Escritorio,Suporte Notebook,2,119.9,0.0,48.0,239.8,239.8,96.0,143.8,59.966638865721436,2025-05
PED-00048,2025-05-02,CLI-0443,Nordeste,Marketplace,Esporte,Kit Faixas,2,69.9,0.1,25.0,139.8,125.82000000000001,50.0,75.82000000000001,60.260689874423775,2025-05
PED-01058,2025-05-02,CLI-0038,Sudeste,Marketplace,Escritorio,Cadeira,3,899.9,0.0,510.0,2699.7,2699.7,1530.0,1169.6999999999998,43.327036337370814,2025-05
PED-01202,2025-05-02,CLI-0019,Nordeste,Site,Casa,Organizador,1,59.9,0.1,22.0,59.9,53.91,22.0,31.909999999999997,59.19124466703766,2025-05
PED-01434,2025-05-02,CLI-0054,Sul,Site,Esporte,Tapete Yoga,3,109.9,0.15,44.0,329.70000000000005,280.245,132.0,148.245,52.898356794947276,2025-05
PED-00113,2025-05-03,CLI-0364,Nordeste,Marketplace,Esporte,Garrafa Termica,1,79.9,0.05,29.0,79.9,75.905,29.0,46.905,61.7943481984059,2025-05
PED-00195,2025-05-03,CLI-0159,Sul,Marketplace,Escritorio,Mochila,3,219.9,0.0,102.0,659.7,659.7,306.0,353.70000000000005,53.61527967257845,2025-05
PED-00384,2025-05-03,CLI-0030,Nordeste,Loja fisica,Eletronicos,Webcam HD,2,229.9,0.05,118.0,459.8,436.81,236.0,200.81,45.97193287699458,2025-05
PED-00592,2025-05-03,CLI-0336,Norte,Site,Casa,Organizador,1,59.9,0.0,22.0,59.9,59.9,22.0,37.9,63.272120200333895,2025-05
PED-00632,2025-05-03,CLI-0265,Sudeste,Loja fisica,Esporte,Garrafa Termica,1,79.9,0.0,29.0,79.9,79.9,29.0,50.900000000000006,63.7046307884856,2025-05
PED-01390,2025-05-03,CLI-0088,Nordeste,Site,Esporte,Kit Faixas,1,69.9,0.1,25.0,69.9,62.910000000000004,25.0,37.910000000000004,60.260689874423775,2025-05
PED-00308,2025-05-04,CLI-0099,Sudeste,Site,Casa,Cafeteira,4,249.9,0.0,130.0,999.6,999.6,520.0,479.6,47.979191676670666,2025-05
PED-00912,2025-05-04,CLI-0078,Sudeste,Marketplace,Eletronicos,Teclado,1,189.9,0.0,91.0,189.9,189.9,91.0,98.9,52.08004212743549,2025-05
PED-01297,2025-05-04,CLI-0138,Norte,Marketplace,Casa,Organizador,1,59.9,0.1,22.0,59.9,53.91,22.0,31.909999999999997,59.19124466703766,2025-05
PED-00063,2025-05-05,CLI-0076,Sudeste,Site,Casa,Organizador,2,59.9,0.0,22.0,119.8,119.8,44.0,75.8,63.272120200333895,2025-05
PED-00297,2025-05-05,CLI-0357,Sudeste,Site,Eletronicos,Teclado,5,189.9,0.0,91.0,949.5,949.5,455.0,494.5,52.08004212743549,2025-05
PED-00324,2025-05-05,CLI-0293,Sudeste,Marketplace,Esporte,Garrafa Termica,2,79.9,0.05,29.0,159.8,151.81,58.0,93.81,61.7943481984059,2025-05
PED-00341,2025-05-05,CLI-0265,Nordeste,Site,Eletronicos,Teclado,3,189.9,0.1,91.0,569.7,512.73,273.0,239.73000000000002,46.75560236381722,2025-05
PED-01170,2025-05-05,CLI-0109,Nordeste,Loja fisica,Esporte,Garrafa Termica,2,79.9,0.0,29.0,159.8,159.8,58.0,101.80000000000001,63.7046307884856,2025-05
PED-01270,2025-05-05,CLI-0029,Sudeste,Site,Esporte,Garrafa Termica,1,79.9,0.0,29.0,79.9,79.9,29.0,50.900000000000006,63.7046307884856,2025-05
PED-00009,2025-05-06,CLI-0084,Sudeste,Site,Eletronicos,Teclado,2,189.9,0.0,91.0,379.8,379.8,182.0,197.8,52.08004212743549,2025-05
PED-00396,2025-05-06,CLI-0078,Norte,Site,Esporte,Garrafa Termica,2,79.9,0.0,29.0,159.8,159.8,58.0,101.80000000000001,63.7046307884856,2025-05
PED-01035,2025-05-06,CLI-0276,Sul,Loja fisica,Casa,Cafeteira,1,249.9,0.15,130.0,249.9,212.415,130.0,82.41499999999999,38.79904903137725,2025-05
PED-01080,2025-05-06,CLI-0472,Norte,Marketplace,Escritorio,Suporte Notebook,2,119.9,0.15,48.0,239.8,203.83,96.0,107.83000000000001,52.90192807731934,2025-05
PED-01312,2025-05-06,CLI-0359,Sul,Site,Eletronicos,Teclado,5,189.9,0.0,91.0,949.5,949.5,455.0,494.5,52.08004212743549,2025-05
PED-00067,2025-05-07,CLI-0431,Sudeste,Marketplace,Casa,Organizador,3,59.9,0.0,22.0,179.7,179.7,66.0,113.69999999999999,63.272120200333895,2025-05
PED-00275,2025-05-07,CLI-0349,Sudeste,Loja fisica,Esporte,Kit Faixas,3,69.9,0.1,25.0,209.70000000000002,188.73000000000002,75.0,113.73000000000002,60.260689874423775,2025-05
PED-00326,2025-05-07,CLI-0370,Sudeste,Marketplace,Escritorio,Suporte Notebook,3,119.9,0.0,48.0,359.70000000000005,359.70000000000005,144.0,215.70000000000005,59.96663886572144,2025-05
PED-00361,2025-05-07,CLI-0390,Sul,Site,Casa,Cafeteira,1,249.9,0.0,130.0,249.9,249.9,130.0,119.9,47.979191676670666,2025-05
PED-00677,2025-05-07,CLI-0125,Norte,Marketplace,Casa,Organizador,2,59.9,0.05,22.0,119.8,113.80999999999999,44.0,69.80999999999999,61.339073895088305,2025-05
PED-00824,2025-05-07,CLI-0168,Sudeste,Site,Eletronicos,Teclado,1,189.9,0.1,91.0,189.9,170.91,91.0,79.91,46.75560236381721,2025-05
PED-01081,2025-05-07,CLI-0028,Sudeste,Site,Casa,Organizador,1,59.9,0.0,22.0,59.9,59.9,22.0,37.9,63.272120200333895,2025-05
PED-01107,2025-05-07,CLI-0270,Nordeste,Marketplace,Esporte,Garrafa Termica,3,79.9,0.05,29.0,239.70000000000002,227.715,87.0,140.715,61.7943481984059,2025-05
PED-01207,2025-05-07,CLI-0040,Nordeste,Marketplace,Escritorio,Suporte Notebook,1,119.9,0.15,48.0,119.9,101.915,48.0,53.915000000000006,52.90192807731934,2025-05
PED-01237,2025-05-07,CLI-0342,Sul,Site,Escritorio,Cadeira,3,899.9,0.15,510.0,2699.7,2294.745,1530.0,764.7449999999999,33.32592510278919,2025-05
PED-01242,2025-05-07,CLI-0164,Sul,Site,Escritorio,Suporte Notebook,4,119.9,0.05,48.0,479.6,455.62,192.0,263.62,57.85961985865414,2025-05
PED-00028,2025-05-08,CLI-0099,Nordeste,Site,Esporte,Kit Faixas,1,69.9,0.1,25.0,69.9,62.910000000000004,25.0,37.910000000000004,60.260689874423775,2025-05
PED-00481,2025-05-08,CLI-0116,Sudeste,Site,Casa,Cafeteira,2,249.9,0.05,130.0,499.8,474.81,260.0,214.81,45.24125439649544,2025-05
PED-00631,2025-05-08,CLI-0084,Sudeste,Marketplace,Casa,Luminaria,3,89.9,0.0,39.0,269.70000000000005,269.70000000000005,117.0,152.70000000000005,56.61846496106786,2025-05
PED-00639,2025-05-08,CLI-0198,Sudeste,Site,Escritorio,Suporte Notebook,3,119.9,0.0,48.0,359.70000000000005,359.70000000000005,144.0,215.70000000000005,59.96663886572144,2025-05
PED-00933,2025-05-08,CLI-0265,Sudeste,Marketplace,Escritorio,Suporte Notebook,2,119.9,0.0,48.0,239.8,239.8,96.0,143.8,59.966638865721436,2025-05
PED-01135,2025-05-08,CLI-0411,Sudeste,Marketplace,Casa,Organizador,1,59.9,0.1,22.0,59.9,53.91,22.0,31.909999999999997,59.19124466703766,2025-05
PED-00091,2025-05-09,CLI-0119,Nordeste,Site,Escritorio,Suporte Notebook,2,119.9,0.0,48.0,239.8,239.8,96.0,143.8,59.966638865721436,2025-05
PED-00543,2025-05-09,CLI-0286,Norte,Loja fisica,Eletronicos,Fone Bluetooth,1,149.9,0.0,72.0,149.9,149.9,72.0,77.9,51.96797865243495,2025-05
PED-00890,2025-05-09,CLI-0251,Sudeste,Marketplace,Escritorio,Cadeira,3,899.9,0.0,510.0,2699.7,2699.7,1530.0,1169.6999999999998,43.327036337370814,2025-05
PED-01057,2025-05-09,CLI-0127,Nordeste,Site,Eletronicos,Teclado,3,189.9,0.1,91.0,569.7,512.73,273.0,239.73000000000002,46.75560236381722,2025-05
PED-01435,2025-05-09,CLI-0059,Norte,Marketplace,Esporte,Tapete Yoga,4,109.9,0.0,44.0,439.6,439.6,176.0,263.6,59.96360327570519,2025-05
PED-00551,2025-05-10,CLI-0100,Nordeste,Marketplace,Casa,Cafeteira,1,249.9,0.05,130.0,249.9,237.405,130.0,107.405,45.24125439649544,2025-05
PED-00585,2025-05-10,CLI-0158,Sudeste,Marketplace,Esporte,Garrafa Termica,1,79.9,0.05,29.0,79.9,75.905,29.0,46.905,61.7943481984059,2025-05
PED-01249,2025-05-10,CLI-0457,Sul,Loja fisica,Eletronicos,Fone Bluetooth,1,149.9,0.05,72.0,149.9,142.405,72.0,70.405,49.439977528878906,2025-05
PED-01437,2025-05-10,CLI-0252,Sudeste,Site,Casa,Organizador,2,59.9,0.0,22.0,119.8,119.8,44.0,75.8,63.272120200333895,2025-05
